id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
177,Tiny Home in the Heart of the City- ECO FRIENDLY,615,Joe,,Virginia Village,39.69551,-104.92489,Entire home/apt,79,29,120,2022-07-30,1.56,2,364,24,2016-BFN-0004968
360,Sit in the Peaceful Garden of the Chickadee Cottage in LoHi,666,Jennifer & Giovanni,,Highland,39.76758,-105.00316,Entire home/apt,133,29,174,2022-12-01,3.26,3,30,7,2017-BFN-0002177
364,Lodo / RiNo LOFT  via airport train,783,Jason,,Five Points,39.76672,-104.97906,Entire home/apt,179,185,87,2016-04-26,0.52,1,358,0,
590,Comfortable  - and a great value!,933,Jill,,North Park Hill,39.75511,-104.91109,Private room,56,1,674,2022-11-20,4.02,2,246,33,2021-BFN-0000578
592,private,933,Jill,,North Park Hill,39.75481,-104.91106,Private room,54,2,167,2022-05-18,0.99,2,114,2,2021-BFN-0000578
1940,Private Studio near dwntwn: Fast Wi-Fi/Kitchen/W/D,2150,Joanne,,Baker,39.72048568725586,-104.99752044677734,Entire home/apt,109,1,112,2022-10-22,1.55,1,115,35,2018-BFN-0002596
21745,Alexandra's Uptown King Bed Room plus,990,Alexandra,,North Capitol Hill,39.7449,-104.97711,Private room,38,30,235,2022-10-21,1.52,1,321,1,2016-BFN-0008368
31503,Highland Park Guest House,135298,Rick,,West Highland,39.76179,-105.02845,Entire home/apt,90,4,143,2022-12-09,0.95,1,315,36,2020-BFN-0000193
39405,LoHi Secret garden at Mulberry Cottage Monthly,666,Jennifer & Giovanni,,Highland,39.76605,-105.00526,Entire home/apt,110,29,632,2022-07-06,4.19,3,58,5,2020-bfn-0002672
90307,Comfy King Size Room (Park Hill),489506,Doreen,,South Park Hill,39.7495,-104.93362,Private room,90,1,259,2022-10-21,1.93,3,57,32,2021-BFN-0005164
154999,In the Heart of Downtown Denver 209,745200,Susan,,CBD,39.74439,-104.98927,Entire home/apt,80,30,11,2011-12-13,0.08,4,183,0,
192430,treetop view bedroom  east dwntwn ./  4-8 weeks,923646,Kate,,South Park Hill,39.7435,-104.93753,Private room,38,29,129,2022-11-05,0.93,1,173,3,
217996,Highland Snug Down,10730,William,,Highland,39.75895,-105.01036,Private room,81,30,12,2022-03-28,0.13,5,119,1,STR 2017-BFN-0002802
283162,2000 SF-Lodo Club Style Condo,1475137,Lee,,Union Station,39.7515,-104.99473,Entire home/apt,165,30,4,2022-11-24,0.07,1,274,2,
2361919,The Cloisters at Berkeley,5811115,Annette,,Berkeley,39.7796,-105.03859,Entire home/apt,76,30,43,2022-11-15,0.40,5,359,3,
2386289,Sunny Sky Loft in Highlands,184771,Melanie,,West Highland,39.76777,-105.03529,Entire home/apt,150,7,95,2022-05-15,0.94,1,0,1,2017-BFN-0000207
2441900,Remodeled Victorian Condo w Private Garage,12482307,Jeremy,,City Park West,39.74296,-104.96941,Entire home/apt,67,90,4,2022-04-11,0.04,2,152,1,
364585,Washington Park Stunning Townhouse,930851,Nicholas,,Washington Park West,39.69845,-104.98073,Entire home/apt,198,29,144,2021-08-29,1.10,1,338,0,2019-BFN-0002707
2466830,HISTORIC COTTAGE IN BONNIE BRAE,6896064,Greg,,Cory - Merrill,39.69062,-104.9548,Entire home/apt,300,29,11,2021-05-23,0.14,1,364,0,2018-BFN-0005028
370209,Private room in the nest - w/bathroom,269892,Maura,,Baker,39.7172,-104.99767,Private room,80,4,129,2022-12-13,1.42,3,185,22,2017-BFN-0008931
477016,Private room In the heart of Denver,10951,Tricia,,City Park West,39.74348,-104.97089,Private room,55,3,367,2022-12-19,2.87,1,65,22,2019-BFN-0009249
2467260,parkside5280,11000035,Ryan,,City Park,39.74241,-104.95097,Entire home/apt,118,1,549,2022-12-12,5.21,1,48,64,2018-BFN-0008030
2487185,Beautiful!! Just Minutes from Downtown!  Hot Tub!,4706233,Jeffrey,,Athmar Park,39.7038,-105.0116,Entire home/apt,199,3,19,2022-11-01,0.29,3,245,3,2019-BFN-0011743
4992412,"Cozy Cottage in Lo Highlands, 2nd b",5181201,Danno & Rachel,,Highland,39.76822,-105.00249,Private room,73,30,0,,,3,183,0,
504080,Creative Haven in Artist’s Abode,2370964,Andrea,,Clayton,39.76574,-104.95379,Entire home/apt,101,4,78,2022-10-29,0.61,1,57,15,2017-BFN-0001679
5010213,Downtown Denver Union Station LoDo Loft Retreat,4252297,Andrea,,Union Station,39.75351,-105.0037,Entire home/apt,122,29,152,2022-11-04,1.60,1,88,2,
2525011,Off Broadway Carriage House,2533104,Aleka,,Baker,39.71541,-104.98898,Entire home/apt,108,1,54,2022-12-11,0.51,1,15,1,2022-BFN-0012280
2599115,Cozy Eastbridge Home walk to everything!,10128382,Kerry,,Stapleton,39.75778,-104.85861,Entire home/apt,205,3,189,2022-11-28,1.79,1,345,24,2017-BFN-0001227
521072,Downtown and Modern by Hospital.,2563107,Matthew,,City Park West,39.74469,-104.96428,Entire home/apt,132,60,210,2022-11-26,1.65,1,202,4,2016-BFN-0008652
548897,"TreeHouseSuite, in Healing Center ~30 DAYS OR MORE",1313972,Heather,,City Park,39.74247,-104.95916,Private room,60,30,160,2022-11-03,1.33,2,122,5,
2817786,Private Queen Room w Ensuite Bath,14414164,Mary,,Five Points,39.74687,-104.97561,Private room,74,29,146,2019-09-17,1.39,1,365,0,BFN-0000845  Jan 2017
2827887,Cozy Cottage in Lower Highlands 2BR,5181201,Danno & Rachel,,Highland,39.7682,-105.00232,Entire home/apt,150,30,20,2016-10-18,0.20,3,183,0,
5070640,Historic Retreat on Highland Square,26180502,Andrea,,West Highland,39.76284,-105.03391,Entire home/apt,100,29,358,2020-03-21,3.81,1,179,0,Short Term Rental License Number 2018- BFN- 0007806
5141965,Artist's Home in Denver's Heart,8000793,Marta Claire,,Whittier,39.75888,-104.96588,Entire home/apt,90,31,16,2021-01-06,0.18,2,12,0,2019-BFN-0001329
575758,a REAL warehouse LOFT,2832150,Kerry,,Five Points,39.76561,-104.97945,Entire home/apt,200,180,37,2017-01-09,0.35,1,365,0,39858-98489
2875696,"Cozy condo, 700 sq ft. near Lowry",14699024,Julie,,Windsor,39.70705,-104.8916,Entire home/apt,75,182,15,2022-09-30,0.14,1,59,2,
604803,LoHi  Secret garden at the Willow Cottage,666,Jennifer & Giovanni,,Highland,39.76704,-105.00331,Entire home/apt,125,30,197,2019-09-28,1.56,3,88,0,2017-BFN-0002177
632709,1890 townhome in popular LoHi! 2018-BFN-0009355,2157095,Valerie,,Highland,39.76468,-105.00883,Entire home/apt,143,29,162,2020-03-13,1.41,1,48,0,
2908978,Peaceful Queen in Congress Park,9402581,Rita,,Congress Park,39.73396,-104.94702,Private room,60,29,206,2022-10-01,2.02,2,365,2,
5164075,Immaculate - Downtown Curtis Park,14782250,Lane,,Five Points,39.75543,-104.98131,Entire home/apt,129,29,262,2022-11-06,2.72,1,241,2,
665622,Cozy Central Loft -Walkable to Everything - 2BR,3364096,Becky,,Highland,39.7616,-105.01235,Entire home/apt,86,29,856,2022-09-05,6.80,4,36,1,2018-BFN-0006845
5184333,2 bedroom 2 baths  Mt Views sleeps 4,10751081,Beatrice (Bia),,Capitol Hill,39.73579,-104.98047,Entire home/apt,107,60,15,2022-08-13,0.16,2,253,2,
5302550,1890's Victorian West Bedroom,27460785,Ian,,Congress Park,39.7319,-104.9528,Private room,82,3,126,2022-10-31,1.59,2,0,20,2022-BFN-0000871
5334219,"Modern, clean, great location in Highlands",27643890,Susan,,Highland,39.76249,-105.01657,Entire home/apt,120,30,95,2022-08-12,1.01,1,1,3,2018-BNF-0000524
2942068,Cozy Cottage in Lo Highlands Mr bed,5181201,Danno & Rachel,,Highland,39.76794,-105.00146,Private room,106,30,10,2016-09-11,0.10,3,183,0,
2957097,Minutes from Downtown!  Beautifully Remodeled!,4706233,Jeffrey,,Athmar Park,39.70304,-105.01177,Entire home/apt,199,3,162,2022-12-12,1.56,3,245,20,2019-BFN-0011743
2960513,Historic 1800s townhouse @ downtown by Superhost,2544705,Gustavo,,Baker,39.72287,-104.995,Entire home/apt,78,30,91,2022-10-30,1.29,1,109,5,2017-BFN-0000613
676825,Beautiful Home in Charming Location,3440535,Krista,,Stapleton,39.75706,-104.88374,Entire home/apt,189,4,183,2022-12-28,1.47,1,226,19,2016-BFN-0007545
715123,Hip Platt Park Bungalow,3654159,Dave & Lisa,,Platt Park,39.69381,-104.98364,Entire home/apt,137,2,88,2022-12-15,3.93,1,0,45,2021-BFN-0000478
732845,"RiNo Breweries, Food, Music & Art just steps away!",3816358,John,,Five Points,39.759,-104.98106,Entire home/apt,534,2,168,2022-11-26,1.35,1,251,33,2017-BFN-0000827
2975710,Sloan's Lake Highlands Bungalow,15178224,Jennifer,,West Highland,39.75936,-105.04792,Entire home/apt,200,30,27,2022-12-23,0.26,1,163,3,
5343759,Cozy Bedroom in Congress Park 2,27265704,Adam,,Congress Park,39.73688,-104.94289,Private room,50,31,80,2022-07-14,0.84,2,121,4,2016-BFN-0008645
5364164,*Monthly Rental* 1-Bedroom 1-Bathroom Condo,27807630,Kyle,,Washington Virginia Vale,39.69713,-104.92667,Entire home/apt,80,30,0,,,1,365,0,
746298,Urban Retreat with Private Bath,3915386,Mary,,Lowry Field,39.72535,-104.89616,Private room,60,30,88,2022-05-25,0.94,1,72,1,2016-BFN-0008025
5379218,Large  Queen size Bedroom Denver DTC  I-25 / I-225,5852906,Dr. Faye,,Hampden South,39.64721,-104.8867,Private room,60,29,36,2022-10-01,0.45,2,365,5,2018-BFN-0008538
5414477,Bright Cap Hill Apt w/parking and free laundry.,28067552,Matt,,Capitol Hill,39.73679,-104.97994,Entire home/apt,120,90,42,2021-11-16,0.45,1,118,0,
2998222,Quiet Kirk Street Vacation Rental,15283636,Dong,,Gateway - Green Valley Ranch,39.78271,-104.74694,Entire home/apt,325,30,52,2022-07-23,0.50,1,364,1,2016-BFN-0006681
3094167,Prime Location-Sweet Retreat In the ♥ of Highlands,8410190,Deanna,,West Highland,39.76169,-105.03382,Entire home/apt,175,29,38,2022-07-03,0.36,7,26,3,
3138055,Classic Home on Capitol Hill,15933305,Sarah,,Capitol Hill,39.73193,-104.97878,Entire home/apt,250,5,29,2022-09-17,0.53,1,73,8,2018-BFN-0004864
756594,Private lower level 2 bedroom suite,3638426,Ling & Chris,,South Park Hill,39.74027,-104.91516,Entire home/apt,80,2,368,2022-12-04,3.05,1,359,26,2016-BFN-0008363
3150813,Modern Urban Oasis in Rino,135470,Mark,,Cole,39.77101,-104.96639,Entire home/apt,817,1,234,2022-11-25,2.26,1,348,15,2017-BFN-0001617
3217063,Home near Downtown Denver & Santa Fe Arts District,16292100,Andrea,,Lincoln Park,39.72955,-104.99609,Entire home/apt,193,2,30,2020-07-06,0.37,1,120,0,2016-BFN-0004822
5508545,"Cozy 1BD-parking, yard, laundry",5124037,Darja,,Montclair,39.73839,-104.91961,Entire home/apt,124,3,256,2022-11-20,2.75,3,170,4,2017-BFN-0000201
761858,2 Bedrooms - 2 King Size Beds (Park Hill),489506,Doreen,,North Park Hill,39.75132,-104.93423,Private room,180,1,21,2022-02-19,0.18,3,75,1,2021-BFN-0005164
774712,"ZEN! Location! Cute,Quiet,nosmoking,CLEAN!",4087056,Jeanne,,City Park West,39.74245,-104.9681,Entire home/apt,52,30,37,2022-10-31,0.30,6,364,3,
776434,Super-comfortable Modern Home 3 Bdr -Platt Park DU,3344763,Steve,,Platt Park,39.68403,-104.98296,Entire home/apt,208,3,103,2022-11-14,0.85,3,318,11,2017-BFN-0000938
785140,Main floor of bungalow with 1 GB internet,1275081,Shawn,,Sunnyside,39.78097,-105.01723,Entire home/apt,110,2,62,2021-10-24,0.55,3,88,0,2017-BFN-0001461
5508840,Large Denver Home Centrally Located to Downtown and Airport,11839559,Cheryl,,Stapleton,39.75357,-104.88433,Entire home/apt,396,4,46,2022-08-13,0.50,1,0,8,2017-BFN-0000039
3334447,"Gorgeous 2 BR, 2 BA Townhome!",16835411,Sarah,,Five Points,39.75049,-104.97555,Entire home/apt,171,29,141,2022-11-27,1.36,1,14,46,2019-BFN-0011425
3338717,Private basement apartment on park.,16853725,Nanci,,Rosedale,39.67652,-104.97801,Entire home/apt,81,2,159,2022-12-28,1.53,1,352,41,2016-BFN-0007960
3341556,1BD City Park Carriage House,16865529,Tim,,City Park West,39.74972,-104.97222,Entire home/apt,55,30,28,2022-10-27,0.28,2,63,4,
852934,Peaceful Artist Oasis 2BR easy access Downtown,4452973,Vivian & Tom,,Goldsmith,39.6735,-104.92938,Entire home/apt,86,1,326,2022-11-25,2.78,1,84,34,
3404692,Modern Oasis Near RiNo Arts District,180156649,Jacob,,Whittier,39.7574,-104.96713,Entire home/apt,136,1,186,2022-12-25,1.81,1,335,51,2022-BFN-0007379
3458369,Carriage House-Highlands Square,12969161,Jamie,,West Highland,39.76178,-105.03885,Entire home/apt,115,30,255,2021-05-08,2.47,1,179,0,2016-BFN-0007778
3463164,"CountryClub home, Quiet, Safe, Gated, Exclusive",10105976,Mike And Molly,,Fort Logan,39.64468,-105.0653,Private room,84,29,12,2019-05-17,0.13,1,59,0,BFN-0003226
3479122,Unique 3-Level Loft in Famous Ballpark Neighborhood,17524202,Sam,,Five Points,39.75469,-104.98785,Entire home/apt,114,30,481,2020-06-02,4.65,2,0,0,2017-BFN-0001641
3542624,Mod Downtown Perfection | 3BD w/ Patio | Fast WIFI,17833434,Clayton,,Lincoln Park,39.73248,-104.99906,Entire home/apt,185,2,104,2022-12-01,1.02,1,125,18,2020-BFN-0001541
3562277,Newly remodeled ground level basement 3 BR,17831791,Michelle,,University,39.6631,-104.96774,Private room,125,31,10,2020-08-16,0.10,1,362,0,
3605358,Historic Mansion - Room and Bath,18168193,Georgia,,Capitol Hill,39.73308,-104.97996,Private room,115,2,205,2022-11-06,2.00,1,352,32,2019-BFN-0009791
5531293,The Garden Suite,5811115,Annette,,Berkeley,39.78164,-105.038,Entire home/apt,91,30,29,2021-11-07,0.31,5,235,0,
5558992,Cozy Carriage Home Sante Fe Style!,26125748,Adi & Edwin,,Lincoln Park,39.72979,-104.99557,Entire home/apt,80,29,157,2022-11-12,2.01,1,303,14,2019-BFN-0001582
915016,Cozy Capitol Hill Accommodation,4911774,Tim And Cindy,,Capitol Hill,39.73572,-104.97783,Entire home/apt,87,30,325,2022-11-19,2.79,1,299,4,2020-BFN-0000493
921485,Stylish & Historic LoHi Loft w/ Views and Parking,3378084,Alexandra,,Highland,39.75838,-105.01479,Entire home/apt,125,29,70,2022-12-09,0.59,2,111,5,
3661135,Luxury Townhome with Rooftop Views,8059814,Nora,,Sunnyside,39.77339,-105.01183,Entire home/apt,283,2,73,2022-12-21,3.48,1,59,51,2020-BFN-0006445
3685552,"SkyView Loft, in Healing Center ~ 30 DAYS OR MORE",1313972,Heather,,City Park,39.74172,-104.95845,Entire home/apt,80,30,105,2022-10-16,1.05,2,171,5,
932860,Denver’s Best Neighborhood! Beautiful & Spacious,4784590,Amanda,,University Park,39.67147,-104.94638,Entire home/apt,1200,4,14,2022-12-27,0.12,1,108,2,2022-BFN-0010883
3760606,Highlands Hen House,2943530,Kodie,,Highland,39.76826,-105.01828,Entire home/apt,164,2,476,2022-12-20,4.65,1,266,68,2018-BFN-0000546
5717755,"New 3 Bedroom, Prime Location, Top Floor Balcony",29643692,Jeff,,Jefferson Park,39.75182,-105.02219,Entire home/apt,395,29,72,2022-09-30,0.77,1,88,3,
5746214,Private Suite on Beautiful Wooded Street,16611775,Megan,,South Park Hill,39.7483,-104.91471,Private room,70,2,183,2022-09-02,3.39,1,176,31,2018-BFN-0007525
5794938,★ Penthouse ★Balcony★ Chef's Kitch ★ Garage,19065685,Allan,,North Capitol Hill,39.74326,-104.98088,Entire home/apt,119,3,506,2022-12-26,5.40,1,132,79,2019-BFN-0004106
953052,Congress Park Cottage,5173501,Steve,,Congress Park,39.7325,-104.94919,Entire home/apt,90,30,2,2018-09-16,0.02,1,365,0,
958612,DENVER SUITE MOUNTAIN VIEW GREAT LOCATION,5216325,Julia,,CBD,39.74646,-104.99688,Entire home/apt,95,30,12,2022-06-02,0.11,8,244,1,
5839828,Cute & Charming Wash Park Home :),21140006,Lydia,,Speer,39.71636,-104.97885,Entire home/apt,125,60,54,2019-03-31,0.58,1,363,0,
5921927,Clean Comfortable near Downtown,30753345,Reese,,Montclair,39.73681,-104.91913,Entire home/apt,125,29,1,2015-04-21,0.01,1,0,0,
3799043,City Park Garden Level - 90 day plus,10010242,Jon,,Skyland,39.75805,-104.9581,Entire home/apt,120,89,145,2022-02-12,1.45,2,163,1,2017-BFN-0000088
3810191,Charming Bungalow in the Highlands,7879432,Cathy,,Berkeley,39.77321,-105.02888,Entire home/apt,125,7,44,2019-10-06,0.43,2,0,0,2022-BFN-0010747
1041934,"Private apt in Berkeley, MTN Views!",5811115,Annette,,Berkeley,39.78027,-105.03808,Entire home/apt,165,30,36,2022-11-19,0.32,5,326,7,
1042331,Beautiful Apt in Berkeley/Highlands,5811115,Annette,,Berkeley,39.77983,-105.03936,Entire home/apt,145,30,46,2022-09-15,0.39,5,321,4,
1069351,Historic Denver Bungalow- 30+ day rentals only,3577356,Bonnie,,Sunnyside,39.77389,-105.0106,Entire home/apt,106,30,5,2018-11-17,0.04,1,183,0,
3829793,Modern 1 Bed / 1 Bath Apartment in Uptown,2537989,Kristin,,North Capitol Hill,39.74367,-104.97908,Entire home/apt,111,56,8,2022-02-05,0.08,1,305,1,
3939645,5 Min to Downtown - Cozy Twin Room,192640,Kim,,Cole,39.76869,-104.96832,Private room,40,30,11,2015-08-30,0.11,3,183,0,
1074386,1BR/1BA Santa Fe Arts District Home,5910663,Tony,,Lincoln Park,39.72599,-104.99628,Entire home/apt,159,1,103,2022-12-14,0.90,3,245,20,2020-BFN-0001729
1082572,Baker Flat/Private Yard & Parking-30+ Dogs OK. 5G.,879998,Jennifer,,Baker,39.71466,-104.99192,Entire home/apt,175,30,45,2022-08-09,0.40,4,96,2,
1087609,Private Denver condo near Capitol,5124037,Darja,,Capitol Hill,39.73442,-104.98344,Entire home/apt,94,29,23,2020-03-12,0.20,3,301,0,
1153002,Comforts of Home in RiNO - 3bd/2ba,192640,Kim,,Cole,39.76871,-104.96811,Entire home/apt,136,30,54,2016-05-08,0.47,3,183,0,
1179701,Stay 29+ nights! Updated home West Washington Park,4500015,Nina,,Speer,39.71346,-104.98361,Entire home/apt,225,29,17,2018-04-21,0.17,1,263,0,"Denver STR License No. 
2016-BFN-0008893"
5966633,Gorg Guest House in Coveted West Wash Park!,30972487,Sabrina,,Speer,39.71396,-104.97608,Entire home/apt,80,1,351,2022-12-26,4.95,17,354,49,2017-BFN-0001904
5968656,Highlands Mini Mansion - Walk to Food/Shops,30983019,Justin,,West Highland,39.76336,-105.02808,Entire home/apt,671,3,205,2022-12-12,2.34,1,289,20,2021-BFN-0000813
1223593,Sweet and sunny in Capitol Hill,6674631,Cynthia,,Cheesman Park,39.73704,-104.96965,Private room,68,29,160,2022-11-05,1.42,3,365,3,
3960763,Relax in Denver's Best Neighborhood Platt Park!,20525963,Julie,,Platt Park,39.68769,-104.98715,Entire home/apt,170,29,28,2019-07-08,0.28,1,348,0,344706-070051
1223612,Suite of rooms in Capitol Hill,6674631,Cynthia,,Cheesman Park,39.73165,-104.97057,Private room,58,29,184,2022-11-04,1.58,3,364,2,
1243170,"Artsy Home - Queen Bed, Private Ba",192640,Kim,,Cole,39.76818,-104.97044,Private room,47,30,9,2016-03-10,0.09,3,183,0,
5990927,1880s Historic Garden Apartment 420 Friendly,12740723,Roger,,Five Points,39.7507,-104.98245,Entire home/apt,125,3,329,2022-12-14,3.55,3,78,49,2021-BFN-0002402
1313699,"Platt Park Urban Getaway: entire house, families!",7138728,Ann,,Platt Park,39.68332,-104.97382,Entire home/apt,249,4,23,2022-07-24,0.20,1,3,5,2021-BFN-0003953
4000181,Beautiful Loft in Downtown Denver,20739244,Mark + Shahana,,Five Points,39.760994,-104.996796,Entire home/apt,130,29,17,2022-10-31,0.17,2,349,4,
1327856,Downtown Oasis with GREAT Outdoor Rooftop!,7206373,Leila And Alex,,Capitol Hill,39.73484,-104.98193,Entire home/apt,171,2,172,2022-11-05,1.51,1,15,11,2016-BFN-0007176
1402409,Spacious 1928 Bungalow near Sloan's Lake.,1382900,Pamela,,West Colfax,39.73995,-105.04053,Entire home/apt,255,3,138,2022-10-12,1.23,1,149,19,2021-BFN-0000150
6044888,Centrally Located and Easy Access,31372083,Denise,,Harvey Park South,39.66293,-105.05011,Private room,42,29,127,2022-11-17,1.59,1,178,3,2020-BFN-0002216
1529804,Bright & Cosy Studio Near Shops and Restaurants,8157870,Rachel,,Berkeley,39.77863,-105.02618,Entire home/apt,65,1,353,2022-12-27,4.71,1,65,83,2017-BFN-0002746
6065081,610 sq ft Condo on South Broadway,31481199,Dan,,Speer,39.71913,-104.982,Entire home/apt,100,29,71,2021-09-10,0.76,1,365,0,2017-bfn-0007288
6141491,"Cherry Creek area. Updated 5 bedroom, 3 bathroom.",31858502,Brian,,Washington Virginia Vale,39.6992,-104.92515,Entire home/apt,249,29,141,2022-06-30,1.51,2,334,2,2019-BFN-0002608
6300806,Upstairs of Charming cottage style (1 of 2 bdrms),32766212,John,,Cole,39.76558,-104.96109,Private room,65,29,94,2022-05-05,1.30,2,364,5,2017-BFN-0001273
6348993,"Cozy, Private, Spacious Bedroom and Bathroom",28359129,Matt & Vicki,,Sunnyside,39.77037,-105.0135,Private room,64,1,561,2022-12-17,6.11,2,33,99,2021-BFN-0002848
6349335,Rock House in Berkeley neighborhood of Denver,29472916,Kevin,,Regis,39.78471,-105.0361,Entire home/apt,421,2,111,2022-11-13,1.22,1,328,29,2017-BFN-0000889
4052272,The Spectrum Inn,18930052,Nikki & James,,Skyland,39.76146,-104.9503,Entire home/apt,105,3,171,2022-08-29,1.72,2,183,9,2017-BFN-0001623
4077803,2BR:Perfect for Remote Workers and Crews!,12145221,Michael,,Sunnyside,39.77016,-105.01992,Entire home/apt,214,30,42,2021-03-03,0.45,1,179,0,BFN-0008424
4080404,Relax on City Park + Barrel Steam Sauna + Hot Tub,11706428,Aaron,,Skyland,39.75546,-104.95573,Entire home/apt,184,2,192,2022-12-11,4.43,1,137,56,2019-BFN-0008252
1581384,2BR - West Highlands Sweet Retreat!,8410190,Deanna,,West Highland,39.76779,-105.05005,Entire home/apt,128,30,80,2022-11-06,0.72,7,234,6,2019-BFN-0000709
1583103,W. Wash Park Artist Bungalow,8428229,Christina,,Speer,39.72088,-104.98371,Entire home/apt,108,29,37,2022-10-30,0.71,3,1,7,347183-070055
1637744,Park Hill Denver: Shady Retreat,8697449,Jennifer,,South Park Hill,39.74446,-104.91113,Private room,80,29,39,2021-11-19,0.43,1,363,0,2020-BFN-0001321
4121643,own bed and bath,21380104,Mik,,Windsor,39.70876,-104.89068,Private room,35,45,15,2021-10-09,0.15,1,364,0,
4137490,40th Floor with Endless Mountain & City Views,860762,Corey & Heidi,,CBD,39.74458,-104.99588,Entire home/apt,205,30,12,2022-08-07,0.24,1,333,2,
1641476,Cozy Creole Cottage by Sloan's Lake,8714815,Allison,,Sloan Lake,39.75459,-105.04991,Entire home/apt,198,3,43,2022-12-26,0.67,1,137,9,2021-BFN-0000429
4150242,Queen Anne Victorian in the Heart of Denver,772942,Anastacia,,Whittier,39.75661,-104.97199,Entire home/apt,450,2,76,2022-09-05,0.82,1,111,21,2021-BFN-0001767
4180622,Modern Guest House in Berkeley Lake,5416557,Maureen,,Berkeley,39.77658,-105.04629,Entire home/apt,168,30,239,2021-11-15,2.45,1,89,0,2019-BFN-0005323
6373869,Room in Cozy Duplex in Cap Hill!,33215141,Ryan,,Capitol Hill,39.73487,-104.98141,Private room,89,1,250,2022-12-13,2.69,2,258,34,2016-BFN-0008280
6374807,Duplex in Cap Hill! Walk to Convention Center!,33215141,Ryan,,Capitol Hill,39.73532,-104.9832,Entire home/apt,294,2,148,2022-12-04,1.61,2,351,30,2016-BFN-0008280
1733052,Beautiful Private Basement Suite near Downtown,2416216,Jason,,Cheesman Park,39.73799,-104.97219,Private room,104,1,1338,2022-12-12,11.92,1,302,165,2016-BFN-0008749
6416196,3Bed/3 Full Bath Condo in Uptown Neighborhood,2104816,Luke,,North Capitol Hill,39.74572,-104.98319,Entire home/apt,285,30,5,2022-07-16,0.28,1,160,3,
4219371,"Newly Renovated 1890 Denver Queen Anne, sleeps 10",11054215,Dawn & Jacob,,Baker,39.71861,-104.99062,Entire home/apt,529,2,69,2021-08-08,0.74,1,4,0,2022-BFN-0004020
1737365,Stylish & Historic LoHi Loft on Wyandot,3378084,Alexandra,,Highland,39.75901,-105.01541,Entire home/apt,95,29,72,2022-07-01,0.65,2,89,3,
1758820,Denver Washington Park Front Home,3158051,Maureen,,Washington Park,39.70187,-104.96718,Entire home/apt,265,7,1,2022-03-05,0.10,1,76,1,2021-BFN-0009986
4224189,Cozy Studio In the ❤️ of Denver,11902043,Lauren,,Baker,39.72449,-104.99843,Private room,130,29,34,2018-04-09,0.52,1,180,0,2017-BFN-0006485
6445171,Private bd/bth in lovely Victorian (longterm only),1627500,Adrienne,,Berkeley,39.77063,-105.03731,Private room,39,30,38,2022-10-02,0.41,1,281,2,
1785877,Cozy and Convenient in Capitol Hill,6674631,Cynthia,,Cheesman Park,39.7388,-104.96965,Private room,60,29,170,2021-12-31,1.52,3,306,1,
1792152,Peaceful Retreat in Congress Park,9402581,Rita,,Congress Park,39.73377,-104.94866,Private room,78,29,254,2022-07-06,2.36,2,365,1,
1801950,Best Location HUGE 1 bedroom loft,9447036,Zach,,CBD,39.74569,-104.99202,Entire home/apt,250,29,284,2022-08-31,2.84,2,179,15,2019-BFN-0011107
1901266,PrivateBdrmShareBath*Welcome Vaccinated*LadiesOnly,9869829,Barbara,,University,39.66641,-104.96614,Private room,25,21,99,2022-10-18,0.93,2,209,4,2016-BFN-0007416
1905596,"Charming, cozy, private hideaway",5811115,Annette,,Berkeley,39.77954,-105.03991,Entire home/apt,111,30,74,2022-11-29,0.68,5,304,3,
6465896,Craftsman In Nocipa (North City Park),11191536,Marc,,Skyland,39.76042,-104.9585,Entire home/apt,249,3,27,2022-07-11,0.39,2,0,1,2020-BFN-0004569
1915301,Modern LoHi Rooftop Oasis Pano City Mountain Views,9933778,Kelvin,,Highland,39.76875,-105.01104,Entire home/apt,247,3,51,2022-11-14,1.33,1,89,19,2019-BFN-0009664
6471872,3 Blocks to Highlands Square!,7477197,Megan,,West Highland,39.75888,-105.03531,Entire home/apt,498,2,49,2022-11-25,0.54,1,68,6,2022-BFN-0002178
4236002,Modern Historic Carriage House in Central Denver,21982508,Jb,,North Park Hill,39.7524,-104.92175,Entire home/apt,142,2,504,2022-12-21,5.06,1,158,73,2017-BFN-0008411
1955800,High-Rise Condo in Heart of Denver,10109001,Joey,,CBD,39.74578,-104.99603,Entire home/apt,200,29,15,2018-08-31,0.14,1,178,0,
1959836,Artist Cottage in Denver,10033473,Anne,,Clayton,39.76476,-104.95804,Private room,39,30,297,2019-11-04,2.70,1,87,0,2016 BFN 0008262
4241536,Cozy-Cool Highlands Cottage,22009424,Carlos,,West Highland,39.76387,-105.03138,Entire home/apt,106,30,29,2022-01-28,0.29,3,218,1,
1966103,Wash Park/DU • 10 Mins Downtown • Family Friendly,9597571,Jon & Irene,,Platt Park,39.67937,-104.97808,Entire home/apt,150,29,8,2020-07-21,0.10,2,0,0,
4267851,"Spacious, bright, near parks, cafe, mkt, zoo, msm",22155542,Ben,,South Park Hill,39.74967,-104.93296,Entire home/apt,297,5,19,2022-09-27,0.19,1,106,4,2016-BFN-0007280
